Song_Name,Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Temp,Target
Not The American Average,Asking Alexandria,0.236,0.892,2,-4.106,0.188,0.0305,0,0.278,0.0685,184.981,-2
Concubine,Converge,0.206,0.968,9,-3.648,0.201,0.000309,0.00959,0.253,0.187,168.116,-2
Waking the Demon,Bullet For My Valentine,0.314,0.995,2,-3.14,0.1,2.98e-05,0.00452,0.287,0.142,127.971,-2
Earthbound,Bury Tomorrow,0.473,0.988,1,-3.078,0.0721,0.00438,2.37e-05,0.281,0.283,99.89,-2
Writing On The Walls,Underoath,0.358,0.959,2,-3.139,0.0874,0.00364,0.000237,0.356,0.171,91.938,-2
My Will Be Done,Unearth,0.219,0.921,7,-5.663,0.0787,1.37e-05,0.0515,0.123,0.535,166.307,-2
Born To Lose,The Devil Wears Prada,0.229,0.99,4,-2.901,0.158,0.000189,0.0447,0.263,0.173,164.892,-2
Nerdy,Poison The Well,0.419,0.872,9,-6.611,0.131,8.41e-05,1.26e-06,0.31,0.238,116.964,-2
The Sinner,Memphis May Fire,0.207,0.977,1,-2.583,0.193,1.41e-05,0,0.296,0.42,128.278,-2
Heartless,The Word Alive,0.398,0.91,1,-5.197,0.0626,0.00107,0,0.27,0.224,175.039,-2
Forgive And Forget,Miss May I,0.51,0.987,1,-2.375,0.139,0.000172,0,0.27,0.147,114.999,-2
DEMON(S),Darkest Hour,0.133,0.957,7,-4.391,0.147,2.18e-06,0.0897,0.365,0.105,80.095,-2
Memorial,Caliban,0.448,0.913,11,-3.094,0.0399,3.92e-05,1.46e-05,0.236,0.233,92.482,-2
Love Lost In a Hail of Gun Fire,Bleeding Through,0.261,0.916,11,-6.726,0.147,0.00063,0.000339,0.104,0.295,146.328,-2
Guys Like You Make Us Look Bad,blessthefall,0.173,0.926,2,-4.027,0.132,0.000713,0.043,0.291,0.0703,201.231,-2
Sweet Nothings Gone Forever,Evergreen Terrace,0.34,0.911,7,-6.196,0.0557,0.00161,0.000441,0.597,0.173,104.427,-2
Have Patience,Coalesce,0.361,0.959,1,-5.332,0.174,3.78e-05,0.886,0.259,0.137,95.652,-2
Rage,Attila,0.354,0.928,6,-4.501,0.179,0.000263,0.00334,0.321,0.528,139.961,-2
To Our Friends in the Great White North,Botch,0.222,0.92,11,-4.512,0.102,1.99e-05,0.865,0.335,0.184,74.811,-2
By the River,Vision Of Disorder,0.246,0.992,9,-2.75,0.0912,9.12e-06,0.514,0.27,0.144,97.249,-2
Scornful Of The Motives And Virtue Of Others,Shai Hulud,0.234,0.972,0,-5.869,0.13,0.00289,0.000253,0.167,0.432,94.59,-2
The Worst Is yet to Come,Still Remains,0.351,0.995,8,-3.174,0.134,0.000177,0.00284,0.322,0.143,193.946,-2
Mordecai,Between The Buried And Me,0.199,0.913,4,-5.772,0.0915,0.00023,0.153,0.232,0.266,148.641,-2
Murder Mitten,I See Stars,0.399,0.974,4,-3.423,0.105,0.000281,0.0517,0.137,0.121,143.009,-2
Thoughts Without Words,Shadows Fall,0.42,0.959,1,-4.058,0.155,0.00209,0.000686,0.203,0.322,89.583,-2
Ebolarama,Every Time I Die,0.35,0.964,2,-4.838,0.103,0.00124,3.14e-05,0.179,0.266,92.576,-2
Caboose,Snapcase,0.424,0.958,6,-4.167,0.0983,6.06e-05,1.03e-05,0.376,0.559,98.287,-2
Moral Eclipse,Cave In,0.227,0.903,0,-5.795,0.099,0.000288,3.87e-05,0.267,0.125,89.563,-2
Forced March,Earth Crisis,0.279,0.823,7,-8.854,0.0771,0.000306,0.00768,0.172,0.222,99.912,-2
43% Burnt,The Dillinger Escape Plan,0.349,0.925,9,-6.767,0.157,6.02e-05,0.000312,0.0577,0.282,138.946,-2
"Lies Of Serpents, A River Of Tears",Zao,0.309,0.758,0,-7.7,0.0655,6.25e-05,0.579,0.173,0.152,145.439,-2
Memphis Will Be Laid To Waste - Bless The Matyr Album Version,Norma Jean,0.193,0.948,5,-5.623,0.138,0.00749,0.00515,0.306,0.158,81.636,-2
Short Stories With Tragic Endings,From Autumn To Ashes,0.215,0.752,9,-6.481,0.0441,0.000717,0.009,0.112,0.0585,93.758,-2
